Jan 28 16:48:27.967 INFO Lighthouse started                      version: Lighthouse/v1.1.0-e4b6213
Jan 28 22:07:26.712 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:07:26.712 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:07:26.712 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:07:29.000 INFO Synced                                  slot: 420335, block: 0x3806…a9df, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 54, service: slot_notifier
Jan 28 22:07:33.750 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:07:33.750 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:07:33.750 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:07:36.279 INFO New block received                      hash: 0x3fc9…6c5e, slot: 420336
Jan 28 22:07:40.791 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:07:40.791 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:07:40.791 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:07:41.001 INFO Synced                                  slot: 420336, block: 0x3fc9…6c5e, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 51, service: slot_notifier
Jan 28 22:07:47.709 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:07:47.709 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:07:47.709 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:07:47.950 INFO New block received                      hash: 0x1012…6dfd, slot: 420337
Jan 28 22:07:53.001 INFO Synced                                  slot: 420337, block: 0x1012…6dfd, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 53, service: slot_notifier
Jan 28 22:07:54.758 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:07:54.759 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:07:54.759 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:07:59.388 INFO New block received                      hash: 0x047f…b305, slot: 420338
Jan 28 22:08:01.732 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:08:01.732 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:08:01.732 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:05.001 INFO Synced                                  slot: 420338, block: 0x047f…b305, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 51, service: slot_notifier
Jan 28 22:08:09.357 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:08:09.357 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:08:09.357 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:11.563 INFO New block received                      hash: 0xefc5…f50a, slot: 420339
Jan 28 22:08:16.355 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:08:16.355 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:08:16.355 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:17.000 INFO Synced                                  slot: 420339, block: 0xefc5…f50a, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 54, service: slot_notifier
Jan 28 22:08:22.786 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:08:22.786 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:08:22.786 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:24.212 INFO New block received                      hash: 0x5c5b…3144, slot: 420340
Jan 28 22:08:29.001 INFO Synced                                  slot: 420340, block: 0x5c5b…3144, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 54, service: slot_notifier
Jan 28 22:08:30.933 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:35.487 INFO New block received                      hash: 0xae72…1978, slot: 420341
Jan 28 22:08:36.769 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:08:36.769 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:08:36.769 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:41.001 INFO Synced                                  slot: 420341, block: 0xae72…1978, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 52, service: slot_notifier
Jan 28 22:08:44.938 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:49.576 INFO New block received                      hash: 0x256c…35f0, slot: 420342
Jan 28 22:08:50.809 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:08:50.809 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:08:50.809 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:53.000 INFO Synced                                  slot: 420342, block: 0x256c…35f0, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 54, service: slot_notifier
Jan 28 22:08:57.764 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:08:57.764 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:08:57.764 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:08:59.513 INFO New block received                      hash: 0x23ee…0b18, slot: 420343
Jan 28 22:09:05.000 INFO Synced                                  slot: 420343, block: 0x23ee…0b18, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 50, service: slot_notifier
Jan 28 22:09:06.683 INFO Imported deposit log(s)                 new: 2, total: 89303, latest_block: 11745137, service: eth1_rpc
Jan 28 22:09:08.061 ERRO Failed to update eth1 cache             error: Failed to update eth1 block cache: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:09:11.472 INFO New block received                      hash: 0x63de…486c, slot: 420344
Jan 28 22:09:11.851 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:09:11.851 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:09:11.851 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:09:17.001 INFO Synced                                  slot: 420344, block: 0x63de…486c, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 50, service: slot_notifier
Jan 28 22:09:18.777 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:09:18.777 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:09:18.777 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:09:23.558 INFO New block received                      hash: 0xa55d…53ab, slot: 420345
Jan 28 22:09:25.741 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:09:25.741 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:09:25.741 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:09:29.001 INFO Synced                                  slot: 420345, block: 0xa55d…53ab, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 50, service: slot_notifier
Jan 28 22:09:32.769 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:09:32.769 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:09:32.769 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:09:35.461 INFO New block received                      hash: 0x0e74…c28b, slot: 420346
Jan 28 22:09:39.785 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:09:39.785 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:09:39.785 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:09:41.000 INFO Synced                                  slot: 420346, block: 0x0e74…c28b, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 52, service: slot_notifier
Jan 28 22:09:46.780 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:09:46.780 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:09:46.780 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:09:47.481 INFO New block received                      hash: 0x1ed0…c963, slot: 420347
Jan 28 22:09:53.001 INFO Synced                                  slot: 420347, block: 0x1ed0…c963, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 54, service: slot_notifier
Jan 28 22:09:53.775 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:09:53.775 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:09:53.775 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:09:59.402 INFO New block received                      hash: 0x41e3…c4d2, slot: 420348
Jan 28 22:10:00.816 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:10:00.817 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:00.817 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:10:05.001 INFO Synced                                  slot: 420348, block: 0x41e3…c4d2, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 50, service: slot_notifier
Jan 28 22:10:07.794 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:10:07.794 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:07.794 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:10:11.856 INFO New block received                      hash: 0x73dd…ee3d, slot: 420349
Jan 28 22:10:14.713 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:10:14.713 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:14.713 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:10:17.001 INFO Synced                                  slot: 420349, block: 0x73dd…ee3d, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 50, service: slot_notifier
Jan 28 22:10:21.716 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:10:21.716 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:21.717 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:10:24.098 INFO New block received                      hash: 0x00be…9804, slot: 420350
Jan 28 22:10:28.713 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:10:28.713 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:28.713 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:10:29.001 INFO Synced                                  slot: 420350, block: 0x00be…9804, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 51, service: slot_notifier
Jan 28 22:10:35.506 INFO New block received                      hash: 0xe78e…73c7, slot: 420351
Jan 28 22:10:35.765 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:10:35.765 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:35.766 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:10:41.001 INFO Synced                                  slot: 420351, block: 0xe78e…73c7, epoch: 13135, finalized_epoch: 13133, finalized_root: 0xb85f…852b, peers: 52, service: slot_notifier
Jan 28 22:10:42.806 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:10:42.806 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:42.806 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:10:49.393 INFO New block received                      hash: 0x90e4…9da5, slot: 420352
Jan 28 22:10:49.764 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
