unix,time,slot,sps,db,mem,pc,out,inc,cpu
1611865375,16462,283438,-9,884773046,2621272064,29,598,7977,16.35
1611865376,16463,283444,-9,884801022,2621272064,29,396,668,15.42
1611865377,16464,283490,-9,885303124,2619174912,29,66,117,12.19
1611865378,16465,283501,-9,885628377,2619174912,29,685,7031,5.16
1611865379,16466,283501,-9,885628377,2619174912,29,455,8100,12.45
1611865380,16467,283530,-9,886048395,2619174912,29,162,175,25.37
1611865381,16468,283554,-9,886199579,2619174912,29,13,12,39.82
1611865382,16469,283559,-9,886451067,2576510976,29,493,1421,11.00
1611865383,16470,283564,-9,886496904,2576510976,29,362,1285,9.99
1611865384,16471,283586,-9,886623624,2576510976,29,84,0,15.28
1611865385,16472,283618,-9,887056260,2576510976,29,136,65,10.97
1611865386,16473,283627,-9,887361862,2576510976,29,503,8828,6.38
1611865387,16474,283627,-9,887361862,2621857792,29,217,1174,14.61
1611865388,16475,283651,-9,890148649,2621857792,29,318,295,26.24
1611865389,16476,283682,-9,886432198,2621857792,29,13,12,30.77
1611865391,16478,283685,-9,886718513,2621857792,29,47,13,8.68
1611865392,16479,283690,-9,886864450,2613215232,28,214,1577,8.01
1611865393,16480,283693,-9,886868901,2613215232,28,15,0,15.46
1611865394,16481,283715,-9,887245929,2613215232,28,152,1097,14.79
1611865395,16482,283753,-9,887740846,2613215232,28,61,121,6.38
1611865396,16483,283753,-9,887740846,2613215232,28,154,15,11.06
1611865397,16484,283779,-9,887891642,2613215232,28,0,0,43.18
1611865399,16486,283782,-9,888277403,2599256064,28,398,1466,20.20
1611865400,16487,283810,-9,888453519,2599256064,28,567,2354,7.11
1611865401,16488,283816,-9,888722840,2599256064,28,908,10138,6.66
1611865402,16489,283836,-9,888843926,2599256064,28,825,6478,6.52
1611865403,16490,283836,-9,888843926,2599256064,28,516,1473,5.88
1611865404,16491,283836,-9,888843926,2628984832,28,478,1419,9.35
1611865405,16492,283841,-9,888861664,2628984832,28,278,1213,14.63
1611865406,16493,283873,-9,889293970,2628984832,28,335,1247,11.89
1611865407,16494,283899,-9,889685239,2628984832,28,755,5659,4.64
1611865408,16495,283903,-9,889685239,2628984832,28,207,1160,30.46
1611865411,16498,283907,-9,889918632,2628984832,28,180,255,16.65
1611865412,16499,283957,-9,888822684,2608852992,28,149,1147,7.01
1611865413,16500,283962,-9,888861790,2642259968,28,254,5452,9.62
1611865414,16501,283970,-9,888889116,2642259968,28,84,0,15.38
1611865415,16502,284002,-9,889317923,2642259968,28,126,0,11.99
1611865416,16503,284025,-9,889710826,2642259968,28,154,28,7.99
1611865417,16504,284030,-9,889731899,2642259968,28,165,1110,36.32
1611865418,16505,284034,-9,889754291,2642259968,28,0,0,26.68
1611865420,16507,284039,-9,889985479,2609631232,28,547,512,15.95
1611865421,16508,284087,-9,890523054,2609631232,29,1146,2880,6.21
1611865422,16509,284088,-9,890537617,2609631232,29,602,6437,11.44
1611865423,16510,284099,-9,890587338,2609631232,29,309,1097,15.79
1611865424,16511,284150,-9,891399047,2609631232,29,658,1336,6.21
1611865425,16512,284151,-9,891412459,2655145984,29,363,1282,27.50
1611865426,16513,284162,-9,891453585,2655145984,29,102,12,30.77
1611865428,16515,284165,-9,891702060,2655145984,29,466,1443,16.02
1611865429,16516,284214,-9,900044367,2655145984,29,704,1531,6.39
1611865430,16517,284214,-9,882150739,2655145984,29,340,4974,12.02
1611865431,16518,284234,-9,882497642,2616619008,29,162,1147,12.12
1611865432,16519,284258,-9,882866171,2616619008,27,595,1380,7.85
1611865433,16520,284258,-9,882866171,2616619008,27,956,5776,36.48
1611865434,16521,284270,-9,882949601,2616619008,27,251,171,26.32
1611865435,16522,284288,-9,883082562,2581913600,27,355,132,15.23
1611865436,16523,284321,-9,883507055,2581913600,29,347,207,12.19
1611865437,16524,284321,-9,883713370,2581913600,29,597,1699,6.23
1611865438,16525,284321,-9,883713370,2581913600,29,298,176,15.32
1611865439,16526,284354,-9,883907702,2581913600,29,302,179,21.03
1611865440,16527,284384,-9,884333246,2581913600,29,33,12,38.08
1611865441,16528,284384,-9,884528371,2610892800,29,335,1284,15.40
1611865442,16529,284384,-9,884528371,2610892800,29,515,1297,11.46
1611865443,16530,284418,-9,884741716,2610892800,29,211,189,12.61
1611865444,16531,284447,-9,885152858,2610892800,29,566,3821,4.88
1611865445,16532,284447,-9,885152858,2610892800,29,26,111,15.04
1611865446,16533,284480,-9,885569779,2615513088,29,38,0,14.09
1611865447,16534,284510,-9,886002473,2615513088,29,689,1587,7.23
1611865448,16535,284510,-9,886002473,2615513088,29,26,15,31.34
1611865449,16536,284513,-9,886007928,2615513088,29,26,24,32.14
1611865451,16538,284516,-9,884641590,2615513088,29,345,412,15.34
1611865452,16539,284573,-9,885256941,2621026304,29,502,1400,6.92
1611865453,16540,284573,-9,885268715,2621026304,29,420,5660,11.28
1611865454,16541,284578,-9,885282484,2621026304,29,335,1188,9.50
1611865455,16542,284604,-9,885698888,2621026304,29,480,5579,8.79
1611865456,16543,284610,-9,885716436,2621026304,29,0,0,33.12
1611865457,16544,284615,-9,885983870,2655248384,29,93,80,34.09
1611865458,16545,284642,-9,886146081,2655248384,29,79,211,15.41
1611865459,16546,284667,-9,886578544,2655248384,29,669,1411,6.62
1611865460,16547,284667,-9,886578544,2655248384,29,337,402,14.23
1611865461,16548,284705,-9,887011832,2655248384,29,26,1095,13.78
1611865462,16549,284722,-9,887349346,2617536512,29,486,7840,6.40
1611865463,16550,284722,-9,887349346,2617536512,29,113,1113,21.05
1611865464,16551,284738,-9,887431669,2617536512,29,0,0,37.09
1611865465,16552,284741,-9,887676737,2617536512,29,193,189,21.62
1611865466,16553,284770,-9,887860079,2617536512,29,136,65,8.14
1611865467,16554,284785,-9,888170022,2617978880,29,413,8109,11.10
1611865468,16555,284803,-9,888264103,2617978880,29,84,0,15.04
1611865469,16556,284834,-9,887151391,2617978880,29,38,0,9.85
1611865470,16557,284848,-9,887455457,2617978880,29,149,1147,12.44
1611865471,16558,284866,-9,887554678,2617978880,29,26,161,29.71
1611865474,16561,284869,-9,887792290,2576060416,29,219,1110,14.59
1611865475,16562,284890,-9,887941395,2576060416,29,377,1232,14.79
1611865476,16563,284898,-9,887990244,2576060416,29,40,65,14.75
1611865478,16565,284901,-9,888243379,2576060416,29,270,1213,12.50
1611865479,16566,284911,-9,888330173,2600062976,29,659,5453,11.60
1611865480,16567,284914,-9,888334130,2600062976,29,136,65,14.68
1611865481,16568,284930,-9,888432141,2600062976,29,13,12,15.09
1611865483,16570,284934,-9,888659663,2600062976,29,124,66,15.23
1611865484,16571,284962,-9,888856007,2612719616,29,19,0,14.41
1611865487,16574,284966,-9,889098731,2612719616,29,302,1350,11.47
1611865488,16575,284974,-9,889168371,2612719616,29,288,1162,13.24
1611865489,16576,284977,-9,889173078,2612719616,29,204,1110,42.84
1611865490,16577,284986,-9,889232343,2550575104,29,152,1097,19.12
1611865491,16578,285009,-9,889602184,2550575104,29,26,111,13.37
1611865492,16579,285037,-9,890029881,2550575104,29,909,10684,5.25
1611865493,16580,285037,-9,890029881,2550575104,29,330,5742,14.39
1611865494,16581,285072,-9,890454380,2550575104,29,154,15,13.28
1611865495,16582,285100,-9,890897573,2639990784,29,219,1162,32.83
1611865496,16583,285103,-9,890897573,2639990784,29,19,43,28.04
1611865497,16584,285123,-9,889472698,2639990784,29,173,121,14.48
1611865498,16585,285154,-9,889910918,2639990784,29,186,41,10.86
1611865499,16586,285163,-9,890213553,2639990784,29,480,6397,8.27
1611865500,16587,285186,-9,890345870,2610458624,29,47,0,14.88
1611865501,16588,285219,-9,890785199,2610458624,29,0,0,34.05
1611865503,16590,285224,-9,891048846,2610458624,29,608,1404,15.38
1611865504,16591,285226,-9,891084003,2610458624,29,472,1313,12.23
1611865505,16592,285250,-9,891244866,2610458624,30,162,189,14.77
1611865506,16593,285282,-9,891690633,2610184192,29,989,3030,8.52
1611865507,16594,285289,-9,891970849,2610184192,29,825,9602,10.76
1611865508,16595,285314,-9,892123009,2610184192,29,209,203,15.95
1611865509,16596,285347,-9,892561890,2610184192,29,0,0,35.38
1611865511,16598,285351,-9,892821878,2590396416,29,833,605,13.65
1611865512,16599,285352,-9,892841947,2590396416,29,710,17305,12.28
1611865513,16600,285394,-9,893350931,2590396416,29,246,69,17.17
1611865514,16601,285415,-9,930761408,2590396416,29,740,3090,6.62
1611865515,16602,285415,-9,930761408,2590396416,29,317,5948,14.59
1611865516,16603,285457,-9,931258361,2679177216,29,26,185,26.28
1611865517,16604,285474,-9,931350882,2679177216,29,13,65,27.23
1611865519,16606,285477,-9,931607077,2679177216,29,354,1213,12.33
1611865520,16607,285478,-9,931623625,2628534272,29,286,6281,13.38
1611865521,16608,285485,-9,931659138,2628534272,29,74,150,14.94
1611865522,16609,285506,-9,931781114,2628534272,29,26,43,14.77
1611865525,16612,285509,-9,932018231,2628534272,29,848,1710,14.88
1611865526,16613,285538,-9,932235189,2644647936,29,26,43,14.88
1611865528,16615,285541,-9,932478856,2644647936,29,341,1186,11.71
1611865529,16616,285541,-9,932496571,2644647936,29,382,5664,12.78
1611865530,16617,285548,-9,932532917,2644647936,29,261,69,14.93
1611865531,16618,285570,-9,932689664,2645843968,29,0,0,14.41
1611865534,16621,285574,-9,932907692,2645843968,29,0,0,33.54
1611865535,16622,285589,-9,933011862,2645843968,29,124,189,14.07
1611865536,16623,285604,-9,933357252,2639638528,29,772,8468,7.25
1611865537,16624,285604,-9,933357252,2639638528,29,331,1327,11.36
1611865538,16625,285634,-9,933541071,2639638528,29,238,1123,14.93
1611865539,16626,285666,-9,934008462,2639638528,29,284,162,8.93
1611865540,16627,285667,-9,934227606,2639638528,29,699,16965,9.65
1611865541,16628,285700,-9,886867908,2639638528,29,0,0,30.90
1611865543,16630,285703,-9,887129346,2601476096,29,431,1391,20.15
1611865544,16631,285729,-9,887310245,2601476096,29,303,1162,7.89
1611865545,16632,285729,-9,887589039,2601476096,29,474,17597,9.90
1611865546,16633,285747,-9,887907043,2611126272,29,124,189,15.45
1611865547,16634,285792,-9,888413130,2611126272,29,298,131,11.51
1611865548,16635,285792,-9,888631997,2611126272,29,348,1312,7.04
1611865549,16636,285810,-9,888762027,2611126272,29,26,124,26.03
1611865550,16637,285826,-9,888855222,2611126272,29,79,130,26.33
1611865552,16639,285829,-9,889330733,2589663232,29,209,94,9.40
1611865553,16640,285855,-9,889535604,2589663232,29,170,6532,11.90
1611865554,16641,285858,-9,889540814,2589663232,29,0,0,14.74
1611865555,16642,285908,-9,890315609,2589663232,29,142,0,6.65
1611865556,16643,285918,-9,890390295,2589663232,29,92,2276,11.03
1611865557,16644,285922,-9,890397255,2589663232,29,0,0,36.48
1611865558,16645,285954,-9,889144530,2644680704,29,66,110,25.41
1611865560,16647,285957,-9,889383200,2644680704,29,61,121,7.01
1611865561,16648,285981,-9,889552298,2644680704,29,166,7950,7.79
1611865562,16649,285986,-9,889562117,2644680704,29,84,0,14.80
1611865563,16650,286018,-9,889968506,2617630720,29,126,0,10.22
1611865564,16651,286044,-9,890378031,2617630720,29,266,1527,8.38
1611865565,16652,286050,-9,890392896,2617630720,29,0,0,32.83
1611865567,16654,286053,-9,890625274,2617630720,29,480,1377,18.44
1611865568,16655,286082,-9,890798876,2617630720,29,335,1175,10.34
1611865569,16656,286107,-9,891191711,2612195328,29,620,10530,9.28
1611865570,16657,286114,-9,891215355,2612195328,29,275,1147,15.26
1611865571,16658,286146,-9,891640166,2612195328,29,294,95,10.68
1611865572,16659,286170,-9,892026376,2612195328,29,865,11848,2.88
1611865573,16660,286173,-9,892026376,2612195328,29,152,1095,26.87
1611865574,16661,286178,-9,892056484,2637094912,29,0,0,30.58
1611865576,16663,286181,-9,892300617,2637094912,29,171,227,14.70
1611865577,16664,286216,-9,892755333,2637094912,29,650,2590,8.16
1611865578,16665,286233,-9,892861735,2637094912,29,310,1312,10.92
1611865579,16666,286242,-9,892896317,2620796928,29,209,175,14.90
1611865580,16667,286294,-9,892062710,2620796928,29,348,1312,7.02
1611865581,16668,286296,-9,892089222,2620796928,29,228,6159,23.72
1611865582,16669,286306,-9,892128988,2620796928,29,13,43,29.75
1611865584,16671,286309,-9,892338136,2604191744,29,191,1097,14.91
1611865585,16672,286355,-9,892870280,2604191744,29,174,28,8.14
1611865586,16673,286359,-9,892900066,2604191744,29,191,1097,12.27
1611865587,16674,286370,-9,892945457,2604191744,29,75,28,15.08
1611865588,16675,286407,-9,893632020,2604191744,29,191,1097,8.25
1611865589,16676,286422,-9,893747638,2634043392,29,218,3963,40.95
1611865590,16677,286433,-9,893797563,2634043392,29,13,15,22.64
1611865591,16678,286437,-9,894025650,2634043392,29,149,1147,14.95
1611865592,16679,286482,-9,894570883,2634043392,29,99,1154,7.23
1611865593,16680,286485,-9,894600142,2634043392,29,145,7741,11.49
1611865594,16681,286499,-9,894659258,2634043392,29,0,0,14.73
1611865595,16682,286530,-9,895095313,2635644928,29,84,0,43.21
1611865596,16683,286534,-9,895321483,2635644928,29,0,0,19.83
1611865597,16684,286548,-9,895447166,2635644928,29,218,1638,15.17
1611865598,16685,286562,-9,919087534,2635644928,29,26,44,15.25
1611865599,16686,286594,-9,922348450,2635644928,29,0,0,9.73
1611865600,16687,286611,-9,922715746,2665893888,29,269,6399,8.40
1611865601,16688,286626,-9,922788490,2665893888,29,0,0,15.31
1611865602,16689,286659,-9,923230217,2665893888,30,0,0,32.17
1611865604,16691,286662,-9,923465398,2665893888,29,191,1097,13.60
1611865605,16692,286674,-9,923571027,2609471488,29,149,1147,10.01
1611865606,16693,286691,-9,923645383,2609471488,29,38,0,14.50
1611865607,16694,286722,-9,924063388,2609471488,29,234,41,8.48
1611865608,16695,286737,-9,924408339,2609471488,29,288,1162,10.01
1611865609,16696,286754,-9,924496077,2609471488,29,126,0,19.62
1611865610,16697,286786,-9,924921619,2664333312,29,26,86,29.27
1611865612,16699,286789,-9,925145944,2664333312,29,832,1501,8.43
1611865613,16700,286800,-9,925234834,2664333312,29,107,67,10.53
1611865614,16701,286818,-9,925323296,2664333312,29,52,13,14.18
1611865615,16702,286849,-9,925740615,2652905472,29,154,15,8.36
1611865616,16703,286862,-9,892390515,2652905472,29,139,15,13.02
1611865617,16704,286882,-9,892501655,2652905472,29,147,0,21.57
1611865618,16705,286914,-9,892926688,2652905472,29,0,0,26.03
1611865621,16708,286917,-9,893149850,2564866048,29,539,2367,12.72
1611865622,16709,286925,-9,893230980,2564866048,29,894,7369,12.33
1611865623,16710,286928,-9,893235690,2564866048,29,348,1312,15.14
1611865624,16711,286949,-9,893353509,2564866048,29,13,13,14.68
1611865626,16713,286953,-9,893612548,2590695424,29,130,172,14.98
1611865627,16714,286979,-9,893783955,2590695424,29,59,91,14.82
1611865630,16717,286982,-9,894035118,2590695424,29,596,1540,10.72
1611865631,16718,286988,-9,894086658,2590695424,29,387,1285,8.97
1611865632,16719,286988,-9,894086658,2592804864,29,667,6339,11.79
1611865633,16720,287003,-9,894169490,2592804864,29,215,268,14.73
1611865634,16721,287010,-9,894204711,2592804864,29,0,0,14.62
1611865636,16723,287013,-9,894454614,2592804864,29,191,1095,25.68
1611865637,16724,287037,-9,894628870,2594537472,29,126,222,14.41
1611865638,16725,287051,-9,894963129,2594537472,30,348,1309,7.60
1611865639,16726,287051,-9,894963129,2594537472,30,310,1309,11.76
1611865640,16727,287074,-9,895105090,2594537472,30,514,421,8.41
1611865641,16728,287082,-9,895396306,2594537472,30,482,3209,10.12
1611865642,16729,287106,-9,895523054,2614222848,30,166,111,14.84
1611865643,16730,287138,-9,895952728,2614222848,30,26,32,36.83
1611865645,16732,287141,-9,896204466,2614222848,30,348,1312,11.70
1611865646,16733,287145,-9,894707362,2614222848,30,388,3310,10.04
1611865647,16734,287170,-9,894847204,2601594880,30,374,420,14.68
1611865648,16735,287202,-9,895260436,2601594880,30,388,438,10.16
1611865649,16736,287208,-9,895527019,2601594880,30,273,192,13.31
1611865650,16737,287234,-9,895680002,2601594880,30,180,1110,21.14
1611865651,16738,287268,-9,896087295,2601594880,30,0,0,34.24
1611865653,16740,287271,-9,896327166,2574942208,30,610,1354,12.34
1611865654,16741,287271,-9,896338893,2574942208,30,907,9582,6.52
1611865655,16742,287298,-9,896497176,2574942208,30,200,41,15.11
1611865656,16743,287330,-9,896924025,2574942208,30,249,323,11.10
1611865657,16744,287334,-9,897184263,2574942208,30,1161,15638,4.24
1611865658,16745,287334,-9,897184263,2636697600,30,382,4632,13.95
1611865659,16746,287376,-9,897668251,2636697600,30,28,15,23.78
1611865660,16747,287395,-9,897765957,2636697600,30,126,0,34.26
1611865661,16748,287397,-9,898025195,2636697600,30,675,5858,13.15
1611865662,16749,287397,-9,898034620,2636697600,30,348,1284,8.40
1611865663,16750,287426,-9,898210699,2583080960,30,121,230,15.40
1611865664,16751,287458,-9,897120991,2583080960,31,221,141,10.62
1611865665,16752,287460,-9,897363159,2583080960,29,683,12102,5.24
1611865666,16753,287460,-9,897363159,2583080960,29,277,1287,15.11
1611865667,16754,287493,-9,897811605,2583080960,29,825,1069,21.28
1611865668,16755,287522,-9,898002044,2635075584,29,0,0,37.22
1611865670,16757,287523,-9,898241321,2635075584,29,362,1309,10.93
1611865671,16758,287523,-9,898241830,2635075584,29,288,1387,9.90
1611865672,16759,287526,-9,898253000,2635075584,29,348,227,14.59
1611865673,16760,287554,-9,898447865,2572746752,29,40,66,14.93
1611865676,16763,287557,-9,898699134,2572746752,29,642,1473,14.77
1611865677,16764,287585,-9,898884798,2572746752,29,0,0,14.36
1611865679,16766,287586,-9,899113693,2611400704,29,726,6472,9.85
1611865680,16767,287586,-9,899113693,2611400704,29,651,14573,7.27
1611865681,16768,287586,-9,899113693,2611400704,29,158,121,5.24
1611865682,16769,287586,-9,899113693,2611400704,29,409,244,3.00
1611865683,16770,287586,-9,899113693,2611400704,29,205,1097,5.88
1611865684,16771,287590,-9,899125153,2612121600,29,110,186,14.72
1611865685,16772,287618,-9,899329725,2612121600,29,0,0,14.27
1611865688,16775,287623,-9,899587630,2612121600,29,53,1148,23.91
1611865689,16776,287649,-9,899799904,2569449472,29,0,0,10.65
1611865690,16777,287649,-9,900011125,2569449472,29,361,5619,4.26
1611865691,16778,287649,-9,900011125,2569449472,29,316,4951,2.75
1611865692,16779,287649,-9,900011125,2569449472,29,0,13,2.63
1611865693,16780,287649,-9,900011125,2569449472,29,15,0,2.37
1611865694,16781,287649,-9,900011125,2615377920,29,160,4434,13.78
1611865695,16782,287682,-9,900328046,2615377920,29,84,0,14.80
1611865696,16783,287712,-9,901017222,2615377920,29,237,222,5.62
1611865697,16784,287712,-9,901017222,2615377920,29,224,2097,2.75
1611865698,16785,287712,-9,901017222,2615377920,29,0,13,8.17
1611865699,16786,287741,-9,908146279,2640203776,29,26,108,27.72
1611865700,16787,287746,-9,928880899,2640203776,29,13,44,31.89
1611865702,16789,287749,-9,929209895,2640203776,29,204,1162,14.69
1611865703,16790,287771,-9,929355576,2640203776,29,188,41,11.51
1611865704,16791,287774,-9,929438111,2618617856,29,149,1147,9.03
1611865705,16792,287774,-9,929438111,2618617856,29,219,1925,3.38
1611865706,16793,287774,-9,929438111,2618617856,29,205,1097,5.25
1611865707,16794,287774,-9,929438111,2618617856,29,152,1097,14.34
1611865708,16795,287778,-9,929463169,2618617856,29,0,0,14.43
1611865711,16798,287781,-9,929736058,2631872512,29,591,357,14.91
1611865712,16799,287810,-9,929958388,2631872512,29,95,182,14.59
1611865714,16801,287813,-9,930200945,2631872512,29,244,203,14.52
1611865715,16802,287837,-9,930390005,2648055808,29,590,6038,9.80
1611865716,16803,287837,-9,930390005,2648055808,29,137,2951,14.29
1611865717,16804,287841,-9,930405213,2648055808,29,0,0,17.42
1611865721,16808,287844,-9,930682780,2648055808,29,713,1733,14.95
1611865722,16809,287876,-9,930880143,2627915776,29,28,26,14.88
1611865724,16811,287880,-9,931198431,2627915776,29,97,65,12.61
1611865725,16812,287900,-9,931343818,2627915776,29,13,0,8.28
1611865726,16813,287900,-9,931343818,2631438336,29,117,3140,9.60
1611865727,16814,287900,-9,931343818,2631438336,29,97,65,5.49
1611865728,16815,287903,-9,931343818,2631438336,29,0,0,14.43
1611865731,16818,287907,-9,931587531,2631438336,29,294,1279,15.69
1611865732,16819,287940,-9,931798986,2643386368,29,78,272,14.20
1611865736,16823,287943,-9,932054313,2643386368,29,426,2394,16.23
1611865737,16824,287963,-9,932197696,2607423488,29,558,2540,4.40
1611865738,16825,287963,-9,932197696,2607423488,29,351,4873,12.08
1611865739,16826,287970,-9,932220978,2607423488,29,310,1234,14.21
1611865740,16827,288003,-9,935307219,2607423488,29,604,396,7.78
1611865741,16828,288026,-9,897944868,2607423488,29,681,4004,7.13
1611865742,16829,288034,-9,897974336,2623569920,29,136,65,14.96
1611865743,16830,288066,-9,898395272,2623569920,29,13,13,33.62
1611865745,16832,288069,-9,898625533,2623569920,29,1128,5047,14.98
1611865746,16833,288089,-9,898769769,2623569920,29,820,3140,3.61
1611865747,16834,288089,-9,898769769,2597949440,29,525,6641,11.88
1611865748,16835,288114,-9,899157272,2597949440,29,65,1095,14.46
1611865749,16836,288152,-9,899630100,2597949440,29,1552,11989,5.14
1611865750,16837,288152,-9,899630100,2597949440,29,446,1347,3.24
1611865751,16838,288152,-9,899630100,2597949440,29,348,1285,10.06
1611865752,16839,288162,-9,899672746,2639953920,29,200,1110,19.23
1611865753,16840,288195,-9,900101549,2639953920,29,0,0,26.12
1611865755,16842,288198,-9,900358235,2639953920,29,394,1309,13.98
1611865756,16843,288215,-9,900487998,2639953920,29,483,2762,5.87
1611865757,16844,288215,-9,900487998,2606747648,29,787,1795,3.40
1611865758,16845,288215,-9,900487998,2606747648,29,363,1272,2.37
1611865759,16846,288215,-9,900487998,2606747648,29,348,1285,4.64
1611865760,16847,288215,-9,900487998,2606747648,29,413,2381,2.25
1611865761,16848,288215,-9,900487998,2606747648,29,372,1641,10.60
1611865762,16849,288226,-9,900547455,2625880064,29,158,137,14.70
1611865763,16850,288258,-9,900988216,2625880064,29,348,1269,7.72
1611865764,16851,288278,-9,901355299,2625880064,29,540,8232,4.01
1611865765,16852,288278,-9,901355299,2625880064,29,412,6040,3.65
1611865766,16853,288278,-9,901355299,2625880064,29,372,2209,3.63
1611865767,16854,288285,-9,901410252,2651996160,29,476,1746,5.28
1611865768,16855,288285,-9,901410252,2651996160,29,348,1285,5.49
1611865769,16856,288285,-9,901410252,2651996160,29,418,3978,3.88
1611865770,16857,288285,-9,901410252,2651996160,29,209,1257,5.51
1611865771,16858,288285,-9,901410252,2651996160,29,124,189,21.73
1611865772,16859,288290,-9,901425498,2652258304,29,119,136,37.73
1611865773,16860,288294,-9,901684876,2652258304,29,328,1360,20.05
1611865774,16861,288322,-9,900335195,2652258304,29,288,1160,9.12
1611865775,16862,288348,-9,900762809,2652258304,29,573,7760,5.37
1611865776,16863,288348,-9,900762809,2644525056,29,284,162,3.77
1611865777,16864,288348,-9,900762809,2644525056,29,152,1097,14.75
1611865778,16865,288367,-9,901097303,2644525056,29,110,121,14.45
1611865779,16866,288407,-9,901612681,2644525056,29,429,1327,6.62
1611865780,16867,288411,-9,901644837,2644525056,29,348,1299,13.12
1611865781,16868,288418,-9,901674086,2644525056,29,40,56,29.11
1611865784,16871,288421,-9,901928772,2640953344,29,149,1147,15.16
1611865785,16872,288472,-9,902496489,2640953344,29,287,1160,6.78
1611865786,16873,288474,-9,902523746,2640953344,29,136,65,5.26
1611865787,16874,288474,-9,902523746,2640953344,29,206,242,4.88
1611865788,16875,288474,-9,902523746,2640953344,29,15,0,4.63
1611865789,16876,288474,-9,902523746,2647658496,29,139,15,3.39
1611865790,16877,288474,-9,902523746,2647658496,29,154,15,4.76
1611865791,16878,288477,-9,902527956,2647658496,29,26,108,15.78
1611865792,16879,288514,-9,903001535,2647658496,29,0,0,12.96
1611865793,16880,288537,-9,903399669,2647658496,29,157,316,27.16
1611865794,16881,288539,-9,903399669,2647658496,29,269,6059,38.15
1611865795,16882,288546,-9,903442773,2597449728,29,0,0,15.12
1611865796,16883,288569,-9,903831807,2597449728,29,61,124,14.93
1611865797,16884,288600,-9,902741789,2597449728,29,329,145,5.75
1611865798,16885,288600,-9,902741789,2597449728,29,94,137,3.87
1611865799,16886,288600,-9,902741789,2597449728,29,15,0,9.65
1611865800,16887,288611,-9,902787329,2650750976,29,0,13,14.79
1611865801,16888,288644,-9,903258273,2650750976,29,0,0,43.70
1611865803,16890,288647,-9,903523034,2650750976,29,592,2582,14.87
1611865804,16891,288663,-9,903652591,2650750976,29,1058,11043,3.52
1611865805,16892,288663,-9,903652591,2650750976,29,167,1097,14.52
1611865806,16893,288686,-9,904010903,2602217472,29,158,111,13.93
1611865807,16894,288726,-9,904539923,2602217472,29,782,6919,5.62
1611865808,16895,288726,-9,904539923,2602217472,29,548,1477,2.64
1611865809,16896,288726,-9,904539923,2602217472,29,539,1394,7.78
1611865810,16897,288738,-9,904592147,2602217472,29,158,165,19.25
1611865811,16898,288770,-9,905028546,2642243584,29,0,0,29.51
1611865813,16900,288774,-9,905262192,2642243584,29,968,2585,13.03
1611865815,16902,288789,-9,905393466,2642243584,29,616,4235,9.54
1611865816,16903,288789,-9,905393466,2604810240,27,360,2058,14.14
1611865817,16904,288802,-9,905455469,2604810240,27,26,43,14.48
1611865819,16906,288805,-9,905699834,2604810240,27,567,724,14.75
1611865820,16907,288828,-9,905858384,2619150336,27,28,15,14.93
1611865821,16908,288834,-9,905894790,2619150336,27,0,0,14.79
1611865823,16910,288837,-9,906137900,2619150336,27,149,189,12.61
1611865824,16911,288852,-9,906251635,2619150336,27,288,1162,11.58
1611865825,16912,288854,-9,906251635,2619150336,27,332,11005,15.00
1611865826,16913,288857,-9,906269668,2619150336,27,173,165,14.54
1611865828,16915,288865,-9,906319929,2623668224,27,15,0,28.80
1611865831,16918,288868,-9,920721211,2623668224,27,506,1430,16.58
1611865832,16919,288895,-9,903823234,2593890304,27,152,1095,14.62
1611865834,16921,288899,-9,904040268,2593890304,27,97,78,13.98
1611865835,16922,288915,-9,904170659,2593890304,27,383,1747,10.64
1611865836,16923,288915,-9,904170659,2593890304,28,149,1147,10.88
1611865837,16924,288922,-9,904215819,2609397760,28,204,1160,14.36
1611865838,16925,288930,-9,904257930,2609397760,28,0,0,14.96
1611865840,16927,288933,-9,904492108,2609397760,28,701,1598,15.78
1611865841,16928,288962,-9,904672706,2609397760,29,0,0,14.98
1611865844,16931,288965,-9,904916269,2630979584,29,651,2447,12.12
1611865845,16932,288978,-9,905021124,2630979584,29,804,15609,37.47
1611865846,16933,288980,-9,905021124,2630979584,29,191,1147,22.89
1611865847,16934,288994,-9,905103243,2630979584,29,158,136,14.39
1611865848,16935,289026,-9,905531858,2630979584,29,623,2432,7.76
1611865849,16936,289041,-9,905862832,2641330176,29,611,5627,5.90
1611865850,16937,289058,-9,905949850,2641330176,29,52,13,16.17
1611865851,16938,289091,-9,906371907,2641330176,29,72,224,39.02
1611865852,16939,289094,-9,906615717,2641330176,29,162,1173,23.34
1611865853,16940,289104,-9,906697403,2641330176,29,705,6776,6.13
1611865854,16941,289104,-9,906697403,2595524608,29,427,7262,12.09
1611865855,16942,289122,-9,906805357,2595524608,29,162,189,15.14
1611865856,16943,289159,-9,907472226,2595524608,29,501,1351,6.48
1611865857,16944,289167,-9,903250918,2595524608,29,596,4274,3.98
1611865858,16945,289167,-9,903250918,2595524608,29,200,165,14.93
1611865859,16946,289206,-9,903707653,2641629184,29,124,175,23.19
1611865860,16947,289218,-9,903791682,2641629184,29,66,255,28.89
1611865862,16949,289221,-9,904018282,2641629184,29,526,2394,13.64
1611865863,16950,289230,-9,904097291,2641629184,29,649,2558,5.60
